OFFENSE_CODE,OFFENSE_CODE_GROUP,STREET
619,Medical Assistance,BLUE HILL AVE
3006,Investigate Property,WASHINGTON ST
801,Simple Assault,NOTTINGHILL RD
801,Verbal Disputes,E BROADWAY
3803,Simple Assault,
619,Simple Assault,KENRICK ST
617,Vandalism,ALBANY ST
3115,Missing Person Located,JERSEY ST
617,Motor Vehicle Accident Response,WASHINGTON ST
2670,Larceny,WASHINGTON ST
1832,Drug Violation,COLUMBUS AVE
3201,Firearm Violations,CENTRE ST
1102,Other,WASHINGTON ST
3301,Medical Assistance,BATCHELDER ST
3820,Towed,
3115,Confidence Games,HAZLETON ST
520,Missing Person Located,WESTVILLE ST
423,Missing Person Reported,TALBOT AVE
3301,Motor Vehicle Accident Response,ALPHA RD
615,Medical Assistance,MASSACHUSETTS AVE
3301,Towed,DUDLEY ST
3410,Fraud,CHESTNUT AVE
617,Verbal Disputes,BOYLSTON ST
3006,Simple Assault,OUTLOOK RD
3301,Police Service Incidents,WASHINGTON ST
3831,Firearm Violations,GIBSON ST
2610,Recovered Stolen Property,FESSENDEN ST
3831,Simple Assault,WASHINGTON ST
3001,Verbal Disputes,BLUE HILL AVE
3115,Investigate Property,HEATH ST
3114,Medical Assistance,WASHINGTON ST
3301,Verbal Disputes,WALFORD WAY
3410,Towed,SUTHERLAND RD
3114,Medical Assistance,HYDE PARK AVE
3410,Aggravated Assault,ELM ST
3410,Medical Assistance,IRVING ST
3410,Warrant Arrests,COMMONWEALTH AVE
1402,Simple Assault,
614,Motor Vehicle Accident Response,CENTRE ST
3018,Larceny,NEW SUDBURY ST
3831,Property Found,HYDE PARK AVE
1102,Property Found,WASHINGTON ST
1106,Motor Vehicle Accident Response,GIBSON ST
3005,Verbal Disputes,HYDE PARK AVE
614,Investigate Person,MARLBOROUGH ST
613,Medical Assistance,
3114,Investigate Person,BORDER ST
3201,Medical Assistance,HYDE PARK AVE
3005,Investigate Property,HARTWELL ST
619,Investigate Person,GIBSON ST
614,Investigate Property,PARIS ST
3115,Investigate Person,WASHINGTON ST
1106,Simple Assault,NEW SUDBURY ST
801,Drug Violation,BROOKFORD ST
3410,Motor Vehicle Accident Response,AMERICAN LEGION HWY
1102,Larceny,HYDE PARK AVE
801,Harassment,DUDLEY ST
3410,Missing Person Located,PERTH ST
2647,Investigate Property,KINGBIRD RD
3410,Investigate Property,MALLON RD
614,Counterfeiting,HILLIS RD
3831,Larceny,E NEWTON ST
3115,Motor Vehicle Accident Response,GIBSON ST
3115,Larceny,MORROW RD
3006,Drug Violation,DARTMOUTH ST
3126,Aggravated Assault,CENTRE ST
3114,Disorderly Conduct,WASHINGTON ST
617,Drug Violation,CAMBRIDGE ST
3301,Drug Violation,WHITFIELD ST
3831,Drug Violation,WASHINGTON ST
801,Drug Violation,
615,Verbal Disputes,LAMARTINE ST
3115,Fire Related Reports,BREMEN ST
2007,Larceny,LAMBERT AVE
3115,Motor Vehicle Accident Response,FAULKNER ST
3802,Verbal Disputes,
801,Verbal Disputes,AMES WAY
3114,Property Found,EDSON ST
3115,Medical Assistance,HYDE PARK AVE
520,Verbal Disputes,FIDELIS WAY
3301,Motor Vehicle Accident Response,PHIPPS ST
801,Motor Vehicle Accident Response,NORWELL ST
619,Other,LAMARTINE ST
3006,Violations,BOYLSTON ST
2905,Larceny,
423,Larceny,NORTHAMPTON ST
3301,Investigate Person,DUKE ST
2007,Drug Violation,GIBSON ST
3115,Larceny,
3005,Landlord/Tenant Disputes,RIVER ST
2670,Vandalism,PARKER HILL AVE
3801,Investigate Person,MALLON RD
3501,Other,BALLOU AVE
3006,Motor Vehicle Accident Response,
3501,Property Lost,BALLOU AVE
3301,Larceny,
3810,Drug Violation,
3802,Drug Violation,CENTRAL AVE
613,Missing Person Reported,GALLIVAN BLVD
3301,Medical Assistance,CAPEN ST
613,Investigate Person,BOYLSTON ST
3115,Investigate Person,GENEVA AVE
614,Investigate Person,VINE ST
423,Property Lost,
724,Drug Violation,WASHINGTON ST
3130,Landlord/Tenant Disputes,CENTRE ST
3115,Robbery,DUDLEY STATION
3821,Fraud,
2610,Verbal Disputes,WINTER ST
613,Verbal Disputes,NEWBURY ST
801,Medical Assistance,
423,Residential Burglary,BOSTON ST
1402,Larceny From Motor Vehicle,
619,Drug Violation,WASHINGTON ST
3115,Drug Violation,HUMBOLDT AVE
1001,Vandalism,WASHINGTON ST
3803,Restraining Order Violations,
1402,Motor Vehicle Accident Response,BLUE HILL AVE
3114,Fraud,BEACON ST
3007,Simple Assault,LAKE SHORE TER
3115,Investigate Person,HYDE PARK AVE
613,Medical Assistance,NEWBURY ST
3115,Ballistics,CEDAR ST
423,Drug Violation,
3005,Other,STOCK ST
613,Confidence Games,GALLIVAN BLVD
614,Property Lost,HARRISON AVE
614,Other Burglary,HARRISON AVE
613,Auto Theft,HUNTINGTON AVE
801,Motor Vehicle Accident Response,WINDHAM RD
3001,Fraud,BENNINGTON ST
3115,Property Lost,FULLER ST
3831,Confidence Games,GIBSON ST
2647,Aggravated Assault,GIBSON ST
3301,Verbal Disputes,WASHINGTON ST
614,Investigate Person,NEW SUDBURY ST
3115,Confidence Games,BLUE HILL AVE
801,Medical Assistance,DUDLEY ST
1102,Motor Vehicle Accident Response,WORDSWORTH ST
3807,Vandalism,BAKER AVE
3114,Missing Person Reported,LEGENDS WAY
616,Auto Theft,W BROADWAY
617,Auto Theft Recovery,HARRISON AVE
3006,Simple Assault,MASSACHUSETTS AVE
3005,Medical Assistance,RUSTLEWOOD RD
3301,Motor Vehicle Accident Response,BRINTON ST
3005,Harassment,LOVEJOY WHRF
613,Simple Assault,HARVARD AVE
3831,Violations,AMORY ST
801,Investigate Person,PEACEVALE RD
3115,Investigate Person,W BROADWAY
3201,Medical Assistance,GIBSON ST
3801,Larceny,CORINTH ST
617,Investigate Person,WASHINGTON ST
1402,Larceny,GIBSON ST
3114,Police Service Incidents,BRIGHTON AVE
3005,Drug Violation,WARDMAN RD
617,Search Warrants,GIBSON ST
3005,Firearm Violations,BOYLSTON ST
3006,Drug Violation,BOWDOIN ST
2670,Property Lost,N BEACON ST
2670,Medical Assistance,HYDE PARK AVE
613,Investigate Person,RIVER ST
3301,Property Lost,FREMONT ST
3115,Medical Assistance,OUTLOOK RD
2647,Property Found,GREEN ST
2670,Medical Assistance,W BROOKLINE ST
3115,Medical Assistance,
3114,Warrant Arrests,AMORY ST
1832,Residential Burglary,ALLSTATE RD
801,Other,MASSACHUSETTS AVE
3502,Investigate Property,HARRISON AVE
1402,Towed,ALBANY ST
613,Medical Assistance,BOYLSTON ST
2907,Larceny,
3801,Drug Violation,FRUIT ST
1102,License Violation,GIBSON ST
3115,Vandalism,CODMAN PARK
617,Residential Burglary,ROCKINGHAM AVE
3006,Motor Vehicle Accident Response,BOYLSTON ST
3205,Aggravated Assault,GIBSON ST
1001,Verbal Disputes,BOYLSTON ST
3005,Motor Vehicle Accident Response,ROCKVALE CIR
3018,Larceny,CENTRE ST
3801,Confidence Games,TREMONT ST
3114,Motor Vehicle Accident Response,GIBSON ST
3115,Confidence Games,PARLEY AVE
801,Residential Burglary,HARRISON AVE
3115,Medical Assistance,BENSON ST
3006,Larceny,BEECH ST
2647,Larceny,WASHINGTON ST
2647,Property Lost,COREY RD
3301,Towed,UPTON ST
2907,Medical Assistance,DUDLEY ST
3114,Missing Person Reported,
3005,Other,AMORY ST
1102,Motor Vehicle Accident Response,NEW SUDBURY ST
3115,Simple Assault,BLUE HILL AVE
3301,Robbery,WORCESTER ST
3301,Aggravated Assault,ASTORIA ST
1402,Simple Assault,WALDEMAR AVE
3005,Other,
3501,Verbal Disputes,VINE ST
3205,Larceny From Motor Vehicle,BLUE HILL AVE
3410,Investigate Person,HARRISON AVE
801,Investigate Person,HARRISON AVE
3831,Larceny,WASHINGTON ST
3115,Towed,MONTEBELLO RD
423,Property Lost,QUINCY ST
1810,Other,
3006,Other Burglary,ADAMS ST
3201,Medical Assistance,HYDE PARK AVE
3112,Motor Vehicle Accident Response,MARCELLA ST
3201,Motor Vehicle Accident Response,W BROADWAY
3802,Investigate Person,
3410,Auto Theft,BLUE HILL AVE
619,Motor Vehicle Accident Response,GIBSON ST
2647,Missing Person Reported,TALBOT AVE
614,Property Found,HARRISON AVE
520,Other,MASSACHUSETTS AVE
3115,Larceny,GORDON AVE
2670,Residential Burglary,HUNTINGTON AVE
3115,Towed,W BROADWAY
3005,Police Service Incidents,BOYLSTON ST
3126,Motor Vehicle Accident Response,ALLSTATE RD
3501,Other,MASSACHUSETTS AVE
2007,Drug Violation,LARCHMONT ST
3802,Larceny,CONGRESS ST
614,Police Service Incidents,CENTRE ST
1102,Investigate Person,HYDE PARK AVE
3114,Aggravated Assault,CHESTNUT AVE
244,Warrant Arrests,NEW SUDBURY ST
1402,Auto Theft,BLUE HILL AVE
617,Larceny,WELD ST
3502,Other,ASTORIA ST
3201,Property Found,NEW SUDBURY ST
3006,Other,WASHINGTON ST
801,Medical Assistance,GIBSON ST
2670,Larceny From Motor Vehicle,STANTON ST
614,Confidence Games,WASHINGTON ST
423,Medical Assistance,PARK DR
3006,Motor Vehicle Accident Response,BOWDOIN ST
3201,Investigate Property,WASHINGTON ST
3301,Motor Vehicle Accident Response,FIELDMONT ST
1402,Motor Vehicle Accident Response,BLUE HILL AVE
1102,Investigate Property,VINE ST
3005,Towed,HARWOOD ST
3802,Vandalism,
261,Vandalism,BLUE HILL AVE
3802,Vandalism,WASHINGTON ST
3301,Vandalism,DECATUR ST
801,Vandalism,QUINCY ST
301,Motor Vehicle Accident Response,MALCOLM X BLVD
801,Medical Assistance,DRAPER ST
2647,Other,WARREN AVE
801,Property Found,WARREN AVE
3802,Motor Vehicle Accident Response,
3115,Fraud,NEWBURY ST
619,Larceny From Motor Vehicle,DUDLEY ST
614,Warrant Arrests,W BROADWAY
3301,Towed,PARIS ST
3831,Motor Vehicle Accident Response,WASHINGTON ST
3301,Residential Burglary,SALEM ST
3831,Towed,
3114,Property Lost,W BROADWAY
3831,Counterfeiting,CENTRE ST
614,Property Found,BLUE LEDGE DR
801,Verbal Disputes,MARINA PARK DR
3114,Medical Assistance,INDUSTRIAL DR
3201,Larceny,HYDE PARK AVE
3301,Simple Assault,BALLOU AVE
1810,Other,NEW SUDBURY ST
801,Medical Assistance,BRINTON ST
3207,Medical Assistance,COMMONWEALTH AVE
2647,License Violation,GARRISON ST
3108,Simple Assault,SCHOOL ST
3803,Drug Violation,
3114,Investigate Person,EVELYN ST
614,Verbal Disputes,TRAIN ST
3126,Other,OLD IRONSIDES WAY
724,Larceny,SAVIN ST
3114,Vandalism,LANGDON ST
3115,Motor Vehicle Accident Response,
2610,Robbery,MASSACHUSETTS AVE
2612,Simple Assault,WASHINGTON ST
3301,Aggravated Assault,HEATH ST
3301,Verbal Disputes,RIVER ST
724,Medical Assistance,WASHINGTON ST
3005,Other,STUART ST
2632,Motor Vehicle Accident Response,ALGONQUIN ST
3108,Motor Vehicle Accident Response,
3005,Other,N BENNET ST
2610,Motor Vehicle Accident Response,HOWE ST
3821,Vandalism,WASHINGTON ST
3126,Ballistics,
3114,Medical Assistance,HARRIET ST
801,Investigate Property,FERMOY HEIGHTS AVE
3502,Simple Assault,MERCER ST
801,Verbal Disputes,HARRISON AVE
3301,Simple Assault,AMERICAN LEGION HWY
801,Simple Assault,BLUE HILL AVENUE
423,Vandalism,COURT ST
3501,Missing Person Located,BLUE HILL AVE
2670,Motor Vehicle Accident Response,BUSINESS ST
3410,Larceny,COLUMBIA RD
3114,Drug Violation,NORWELL ST
801,Firearm Violations,CAWFIELD ST
801,Other,MASSACHUSETTS AVE
3115,Medical Assistance,W SEVENTH ST
617,Towed,TREMONT ST
3111,Confidence Games,TYLER ST
3301,Missing Person Located,NORTH AVE
3803,Missing Person Reported,
3207,Motor Vehicle Accident Response,MERIDIAN ST
3831,Medical Assistance,WASHINGTON ST
3005,Towed,BOYLSTON ST
3111,Fraud,HANOVER ST
3301,Verbal Disputes,WABON ST
3119,Simple Assault,PASADENA RD
617,Police Service Incidents,HARRISON AVE
801,Firearm Violations,ALGONQUIN ST
801,Recovered Stolen Property,CEDAR ST
3831,Simple Assault,
3115,Verbal Disputes,N BEACON ST
3114,Investigate Property,SHAWMUT AVE
1402,Medical Assistance,SCHOOL ST
735,Verbal Disputes,W BROADWAY
520,Towed,GLENVILLE AVE
1832,Medical Assistance,MEDFORD ST
2905,Aggravated Assault,
3115,Medical Assistance,WASHINGTON ST
617,Warrant Arrests,WINTER ST
3301,Simple Assault,HIAWATHA RD
3115,Motor Vehicle Accident Response,RIVER ST
2619,Larceny,HARRISON AVE
801,Property Found,WOOLSON ST
423,Property Found,ALEXANDER ST
619,Motor Vehicle Accident Response,COLUMBIA RD
3005,Verbal Disputes,CRISPUS ATTUCKS PL
3503,Investigate Person,ADAMS ST
3115,Medical Assistance,TOPLIFF ST
3410,Investigate Person,SOUTH ST
3301,Medical Assistance,BLUE HILL AVE
3301,Investigate Property,
613,Investigate Person,SOUTH ST
3005,Investigate Property,CHESTNUT ST
301,Investigate Person,CHARLES ST
3301,Simple Assault,CLARE AVE
3115,Drug Violation,FULTON ST
617,Motor Vehicle Accident Response,HARRISON AVE
520,Larceny,DELHI ST
3207,Harassment,PARIS ST
423,Missing Person Located,ASTORIA ST
1402,Investigate Property,WILLOW AVE
2007,Investigate Property,DORCHESTER AVE
617,Counterfeiting,WASHINGTON ST
2660,Larceny,VAUGHAN AVE
614,Motor Vehicle Accident Response,BOYLSTON ST
2647,Larceny,QUINCY ST
3201,Drug Violation,CENTRE ST
3410,Aggravated Assault,
3301,Disorderly Conduct,SARATOGA ST
3006,Drug Violation,
3301,Drug Violation,STANIFORD ST
3301,Drug Violation,SONOMA ST
3115,Drug Violation,CUMMINS HWY
3301,Verbal Disputes,RUTHVEN ST
801,Fire Related Reports,
617,Larceny,CLINTON ST
619,Motor Vehicle Accident Response,
617,Verbal Disputes,HUNTINGTON AVE
423,Verbal Disputes,TUTTLE ST
3831,Property Found,DORCHESTER AVE
3410,Medical Assistance,HAVERFORD ST
3115,Verbal Disputes,WASHINGTON ST
2007,Motor Vehicle Accident Response,HARRISON AVE
3831,Motor Vehicle Accident Response,ALLSTATE RD
3831,Other,UNION ST
2914,Violations,
3115,Larceny,MONSIGNOR DENNIS F O'CALLAGHAN WAY
619,Larceny,AVE DE LAFAYETTE
724,Investigate Person,
3005,Drug Violation,BLUE HILL AVE
1810,Larceny,HARRISON AVE
3126,Landlord/Tenant Disputes,MASSACHUSETTS AVE
3115,Vandalism,ALLSTATE RD
613,Investigate Person,PARIS ST
423,Other,ROCKLAND ST
3201,Motor Vehicle Accident Response,STUART ST
3205,Property Lost,SUMNER ST
3005,Larceny,CUSHING AVE
2905,Drug Violation,BICKFORD ST
801,Drug Violation,HUNTINGTON AVE
3207,Missing Person Reported,BATEMAN ST
3112,Medical Assistance,HYDE PARK AVE
3831,Investigate Person,
2647,Investigate Person,CENTRE ST
3810,Investigate Person,WASHINGTON ST
613,Property Lost,BENNINGTON ST
3410,Drug Violation,
3114,Landlord/Tenant Disputes,GIBSON ST
3115,Robbery,WASHINGTON ST
3115,Fraud,NORFOLK ST
2670,Verbal Disputes,BLUE HILL AVE
3115,Verbal Disputes,ROSSETER ST
3802,Medical Assistance,BEAVER ST
801,Residential Burglary,MASSACHUSETTS AVE
801,Larceny From Motor Vehicle,
1402,Drug Violation,NORTHAMPTON ST
3207,Drug Violation,WASHINGTON ST
3805,Vandalism,WASHINGTON ST
423,Restraining Order Violations,FRANCIS ST
3301,Motor Vehicle Accident Response,OWENCROFT RD
2604,Fraud,BOYLSTON ST
3410,Simple Assault,MOHAWK ST
1102,Investigate Person,WASHINGTON ST
3115,Medical Assistance,ASHMONT ST
3831,Ballistics,AUSTIN ST
801,Drug Violation,OLD MORTON ST
3126,Other,PROCTOR ST
3831,Confidence Games,WASHINGTON ST
1832,Property Lost,
3502,Other Burglary,PARIS ST
3115,Auto Theft,SOLDIERS FIELD RD
1102,Motor Vehicle Accident Response,CENTRE ST
3502,Fraud,AUSTIN ST
3301,Property Lost,BLUE HILL AVE
1832,Confidence Games,MASSACHUSETTS AVE
2646,Aggravated Assault,
3410,Verbal Disputes,BREMEN ST
3201,Investigate Person,HUNTINGTON AVE
801,Confidence Games,CRAWFORD ST
3201,Medical Assistance,WASHINGTON ST
3831,Motor Vehicle Accident Response,COLUMBUS AVE
615,Vandalism,SUMNER ST
3820,Missing Person Reported,WASHINGTON ST
3301,Auto Theft,COLUMBUS AVE
1106,Auto Theft Recovery,VINE ST
3207,Simple Assault,CAMELOT CT
3115,Medical Assistance,PARKER HILL AVE
3501,Motor Vehicle Accident Response,GIBSON ST
3301,Harassment,ALLSTON ST
801,Simple Assault,CLARE AVE
3831,Violations,CENTRE ST
1300,Investigate Person,WASHINGTON ST
1402,Investigate Person,MELVILLE AVE
423,Medical Assistance,DR. MICHAEL GAVIN WAY
3301,Larceny,CORONA ST
3301,Investigate Person,HARRISON AVE
724,Larceny,SAGAMORE ST
1402,Police Service Incidents,PARK ST
3410,Drug Violation,W WALNUT PARK
3301,Search Warrants,CHITTICK RD
615,Firearm Violations,ASHLEY ST
801,Drug Violation,GIBSON ST
3201,Property Lost,NEW SUDBURY ST
301,Medical Assistance,WASHINGTON ST
3801,Investigate Person,GIBSON ST
614,Property Lost,ARDEE ST
301,Medical Assistance,BROOKS ST
423,Property Found,INTERVALE ST
3301,Medical Assistance,WASHINGTON ST
3301,Medical Assistance,HOMESTEAD ST
801,Warrant Arrests,QUINCY ST
3115,Residential Burglary,BROWN AVE
423,Other,CAUSEWAY ST
3115,Investigate Property,HARRISON AVE
3114,Towed,PARK ST
3005,Medical Assistance,JOY ST
3115,Larceny,
735,Drug Violation,G ST
3114,License Violation,MORTON ST
520,Vandalism,MERCER ST
1402,Residential Burglary,DORCHESTER AVE
3802,Motor Vehicle Accident Response,
3301,Aggravated Assault,METCALF CT
724,Verbal Disputes,AVENUE DE LAFAYETTE
3410,Motor Vehicle Accident Response,
3802,Larceny,AVENUE DE LAFAYETTE
2905,Confidence Games,
3831,Motor Vehicle Accident Response,
3502,Confidence Games,LONDON ST
3006,Residential Burglary,LINDEN ST
3115,Medical Assistance,GIBSON ST
3301,Larceny,BLAKE ST
520,Larceny,HAVRE ST
3502,Property Lost,ASTORIA ST
3301,Towed,BELGRADE AVE
801,Medical Assistance,WADSWORTH ST
614,Missing Person Reported,WILLIAM T MORRISSEY BLVD
520,Other,BLUE HILL AVE
1501,Motor Vehicle Accident Response,
801,Simple Assault,UNION ST
3301,Robbery,PERCIVAL ST
540,Aggravated Assault,NEWBURY ST
801,Simple Assault,DORCHESTER AVE
423,Other,BICKFORD ST
3114,Verbal Disputes,COMMONWEALTH AVE
801,Larceny From Motor Vehicle,RIVER STREET
301,Investigate Person,HYDE PARK AVE
3201,Investigate Person,KEITH ST
1402,Larceny,SPRAGUE ST
3201,Towed,HYDE PARK AVE
3115,Property Lost,HARTFORD ST
801,Other,MELTON RD
3114,Other Burglary,KINGSDALE ST
3301,Medical Assistance,BLUE HILL AVE
3005,Motor Vehicle Accident Response,E EIGHTH ST
3811,Motor Vehicle Accident Response,GREEN ST
1402,Investigate Person,WASHINGTON ST
2007,Auto Theft,CLAYBOURNE ST
3114,Motor Vehicle Accident Response,POYDRAS ST
2647,Missing Person Reported,PARK PLZ
3805,Property Found,
1102,Other,HYDE PARK AVE
3115,Larceny,CLARE AVE
3018,Residential Burglary,WASHINGTON ST
801,Towed,LORNA RD
3301,Police Service Incidents,FARRINGTON AVE
724,Motor Vehicle Accident Response,GIBSON ST
301,Other,E EIGHTH ST
619,Drug Violation,LONSDALE ST
617,Larceny,WASHINGTON ST
1832,Police Service Incidents,COLUMBIA RD
2007,Investigate Person,GROOM ST
801,Aggravated Assault,MEDFORD ST
3115,Warrant Arrests,CAUSEWAY ST
801,Auto Theft,HUDSON ST
3201,Larceny,WASHINGTON ST
3301,Other,O'REILLY WAY
3115,Property Found,BOWDOIN ST
801,Other,BERRY ST
3830,Medical Assistance,HERALD ST
3005,Larceny From Motor Vehicle,HANOVER ST
3831,Confidence Games,GIBSON ST
3005,Medical Assistance,HANOVER ST
3006,Motor Vehicle Accident Response,WELLESLEY PARK
3001,Investigate Property,FIDELIS WAY
111,Motor Vehicle Accident Response,WASHINGTON ST
3005,Motor Vehicle Accident Response,
3301,Investigate Property,HELEN ST
3201,Towed,WASHINGTON ST
3115,Vandalism,TREMONT ST
801,Vandalism,HYDE PARK AVE
3301,Vandalism,SUMNER ST
3126,Vandalism,ASTORIA ST
3115,Vandalism,BOYLSTON ST
1402,Motor Vehicle Accident Response,BLUE LEDGE DR
2647,Medical Assistance,METCALF CT
617,Other,HUNTINGTON AVE
801,Property Found,NEWBURY ST
801,Motor Vehicle Accident Response,SARATOGA ST
1810,Fraud,WASHINGTON ST
3115,Larceny From Motor Vehicle,
3006,Warrant Arrests,THURSTON ST
2657,Towed,
801,Motor Vehicle Accident Response,
3005,Residential Burglary,POMPEII ST
611,Towed,NEW SUDBURY ST
801,Property Lost,TALBOT AVE
3005,Counterfeiting,TREMONT ST
3108,Property Found,LEICESTER ST
3115,Verbal Disputes,WARREN ST
3108,Medical Assistance,FARRINGTON AVE
2670,Larceny,KINGBIRD RD
1402,Simple Assault,RIVER ST
613,Other,NEWBURY ST
3301,Medical Assistance,FALCON ST
3830,Medical Assistance,NEW SUDBURY ST
3114,License Violation,CENTRE ST
3410,Simple Assault,VIRGINIA ST
613,Drug Violation,MARKET ST
2647,Investigate Person,CENTRE ST
3802,Verbal Disputes,BENNINGTON ST
3831,Other,WASHINGTON ST
3112,Larceny,REXFORD ST
1402,Vandalism,SARATOGA ST
613,Motor Vehicle Accident Response,GALLIVAN BLVD
2647,Robbery,TREMONT ST
724,Simple Assault,HARRISON AVE
3301,Aggravated Assault,FULLER ST
3802,Verbal Disputes,LEICESTER ST
1832,Medical Assistance,OLD IRONSIDES WAY
3301,Other,GEORGETOWNE DR
617,Motor Vehicle Accident Response,BLUE HILL AVE
3115,Motor Vehicle Accident Response,MILDRED AVE
2657,Other,
3301,Motor Vehicle Accident Response,DUDLEY ST
617,Vandalism,HARRISON AVE
3115,Ballistics,CAMDEN ST
3831,Medical Assistance,GIBSON ST
1402,Investigate Property,CAUSEWAY ST
3201,Simple Assault,HYDE PARK AVE
3110,Verbal Disputes,JETTE CT
301,Simple Assault,LAGRANGE ST
3831,Simple Assault,S HUNTINGTON AVE
3115,Vandalism,WOODBINE ST
3502,Missing Person Located,BLUE HILL AVE
3006,Motor Vehicle Accident Response,W BROADWAY
423,Larceny,MALLARD AVE
3801,Drug Violation,TREMONT ST
3802,Firearm Violations,
3301,Other,BLUE HILL AVE
3803,Medical Assistance,ANNUNCIATION RD
1109,Towed,GIBSON ST
1402,Confidence Games,BLUE HILL AVE
3831,Missing Person Located,HARRISON AVE
3207,Missing Person Reported,WASHINGTON ST
3207,Motor Vehicle Accident Response,WASHINGTON ST
1402,Medical Assistance,HUNTINGTON AVE
3831,Towed,HYDE PARK AVE
2608,Fraud,MOZART ST
1810,Verbal Disputes,HEATH ST
801,Simple Assault,BLUE HILL AVE
2670,Police Service Incidents,MATTAKEESET ST
3831,Firearm Violations,GOODENOUGH ST
3201,Recovered Stolen Property,E FIFTH ST
423,Simple Assault,MORTON ST
3410,Verbal Disputes,DORCHESTER AVE
614,Investigate Property,E EIGHTH ST
3005,Medical Assistance,DAKOTA ST
3802,Verbal Disputes,
3802,Towed,
2907,Medical Assistance,
2670,Aggravated Assault,LEXINGTON ST
1102,Medical Assistance,PARIS ST
801,Warrant Arrests,WHEATLAND AVE
3831,Simple Assault,GIBSON ST
3831,Motor Vehicle Accident Response,BLUE HILL AVE
3005,Larceny,DUNLAP ST
3802,Property Found,BLUE HILL AVE
2670,Property Found,QUINCY ST
619,Motor Vehicle Accident Response,BOSTON ST
3106,Verbal Disputes,COLUMBUS AVE
3108,Investigate Person,FAN PIER BLVD
3115,Medical Assistance,
2647,Investigate Person,LEXINGTON ST
301,Medical Assistance,OXFORD ST
423,Investigate Property,WASHINGTON ST
801,Investigate Person,AMERICAN LEGION HWY
615,Investigate Property,
3301,Investigate Person,RADCLIFFE ST
