INCIDENT_NUMBER,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,YEAR,MONTH,HOUR,STREET
202041090,Firearm Violations,VANDALISM,C6,2020,6,0,
202039596,Drug Violation,SICK ASSIST,C6,2020,6,11,MASSACHUSETTS AVE
202033010,Property Lost,FIRE REPORT,B3,2020,5,23,BLUE HILL AVENUE
202032818,Medical Assistance,SICK ASSIST,A1,2020,5,17,
202053883,Investigate Person,TOWED MOTOR VEHICLE,C6,2020,7,23,DORCHESTER AVE
I02007608,Property Lost,THREATS TO DO BODILY HARM,B3,2020,1,0,CLARKWOOD ST
854652314,Medical Assistance,INVESTIGATE PERSON,B2,2020,2,0,SCHROEDER PLZ
457856954,Property Found,INVESTIGATE PERSON,B2,2020,2,1,SCHROEDER PLZ
302030654,Medical Assistance,FRAUD - CREDIT CARD / ATM FRAUD,D4,2020,4,13,HARRISON AVE
302024360,Medical Assistance,MISSING PERSON - LOCATED,E18,2020,3,14,TAUNTON AVE
212014631,Warrant Arrests,VERBAL DISPUTE,B3,2020,2,6,WOODBOLE AVE
207201867,Residential Burglary,SICK/INJURED/MEDICAL - PERSON,C11,2020,3,0,DORCHESTER AVE
203036047,Other,LARCENY SHOPLIFTING,D4,2020,5,16,HARRISON AVE
202949966,Investigate Property,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,D4,2020,7,11,HARRISON AVE
202929849,Towed,THREATS TO DO BODILY HARM,D4,2020,4,12,MASSACHUSETTS AVE
202924913,Medical Assistance,ASSAULT - SIMPLE,E13,2020,4,23,CENTRE ST
202919303,Larceny,VANDALISM,B2,2020,3,14,WASHINGTON ST
202641687,Drug Violation,VERBAL DISPUTE,E18,2020,6,0,ARLINGTON ST
202612375,License Violation,FRAUD - IMPERSONATION,D14,2020,2,8,GLENVILLE AVE
202489421,Vandalism,BURGLARY - RESIDENTIAL,A7,2020,7,11,SARATOGA ST
2024833,Residential Burglary,ASSAULT - SIMPLE,B2,2020,1,17,CAWFIELD
202355360,Motor Vehicle Accident Response,MISSING PERSON,D4,2020,7,18,MASSACHUSETTS AVE
202202482,Aggravated Assault,ASSAULT - SIMPLE,D4,2020,4,9,MASSACHUSETTS AVE
202138575,Verbal Disputes,SICK ASSIST - DRUG RELATED ILLNESS,D4,2020,6,14,
202126421,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,D4,2020,3,20,HARRISON AVE
2020I6851,Larceny,VANDALISM,D14,2020,3,0,N CRESCENT CIRT
202095978,Confidence Games,VANDALISM,B2,2020,1,6,DUDLEY ST
202095873,Motor Vehicle Accident Response,INVESTIGATE PROPERTY,A1,2020,5,18,PORTLAND ST
202080930,Confidence Games,INVESTIGATE PERSON,E13,2020,2,18,CENTRE ST
202077640,Residential Burglary,PROPERTY - LOST/ MISSING,A1,2020,2,2,NEW SUDBURY ST
20207676,Medical Assistance,AUTO THEFT,E18,2020,7,9,WOOD AVE
202066824,Larceny,FIRE REPORT,A15,2020,1,1,TUFTS ST
202053923,Larceny,SICK/INJURED/MEDICAL - PERSON,C6,2020,7,6,
202053922,Property Lost,VERBAL DISPUTE,C11,2020,7,5,ARCADIA ST
202053921,Towed,PROPERTY - FOUND,D4,2020,7,5,WESTLAND AVE
202053920,Medical Assistance,ASSAULT - AGGRAVATED,B2,2020,7,3,HILLSIDE ST
202053919,Missing Person Reported,INVESTIGATE PROPERTY,B2,2020,7,4,CAWFIELD ST
202053918,Other,LARCENY ALL OTHERS,A1,2020,7,4,COURT ST
202053917,Motor Vehicle Accident Response,FIRE REPORT,D14,2020,7,2,WAVERLY ST
202053916,Simple Assault,BURGLARY - COMMERICAL,A1,2020,7,3,WASHINGTON ST
202053915,Robbery,VERBAL DISPUTE,C11,2020,7,3,WASHINGTON ST
202053914,Aggravated Assault,SICK ASSIST,B3,2020,7,3,FAIRMOUNT ST
202053912,Simple Assault,INVESTIGATE PERSON,D14,2020,7,3,BEECHCROFT ST
202053911,Other,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,2020,7,23,
202053910,Verbal Disputes,ASSAULT - AGGRAVATED,D4,2020,7,3,
202053909,Larceny From Motor Vehicle,ASSAULT - AGGRAVATED,E13,2020,7,2,WALDEN ST
202053908,Investigate Person,INVESTIGATE PERSON,C11,2020,7,2,
202053907,Investigate Person,VANDALISM,A7,2020,7,2,FAYWOOD AVE
202053906,Larceny,BURGLARY - RESIDENTIAL,D14,2020,7,2,CHISWICK RD
202053905,Towed,THREATS TO DO BODILY HARM,B3,2020,7,1,BROOKVIEW ST
202053904,Property Lost,VERBAL DISPUTE,B3,2020,7,1,SUTTON ST
202053903,Other,VERBAL DISPUTE,B3,2020,7,23,WILDWOOD ST
202053902,Other Burglary,INVESTIGATE PROPERTY,C11,2020,7,2,LONGFELLOW ST
202053901,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,2020,7,2,WARREN ST
202053900,Motor Vehicle Accident Response,VERBAL DISPUTE,B3,2020,7,20,NORWELL ST
202053899,Motor Vehicle Accident Response,VERBAL DISPUTE,B3,2020,7,0,MORA ST
202053898,Investigate Person,VAL - OPERATING AFTER REV/SUSP.,B2,2020,7,2,
202053897,Auto Theft,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,2020,7,0,STUART ST
202053896,Motor Vehicle Accident Response,INVESTIGATE PROPERTY,B2,2020,7,1,WARREN ST
202053895,Missing Person Reported,VAL - VIOLATION OF AUTO LAW,B2,2020,7,1,CHARLAME PL
202053894,Property Found,ASSAULT - AGGRAVATED,B2,2020,7,1,BLUE HILL AVE
202053893,Other,THREATS TO DO BODILY HARM,A15,2020,7,0,OLD IRONSIDES WAY
202053892,Larceny,VERBAL DISPUTE,E18,2020,7,0,BLAKE ST
202053891,Residential Burglary,VANDALISM,A1,2020,7,20,HIGH ST
202053890,Towed,VANDALISM,A1,2020,7,20,HIGH ST
202053889,Police Service Incidents,VANDALISM,A1,2020,7,0,HIGH ST
202053888,Motor Vehicle Accident Response,VANDALISM,A1,2020,7,22,HIGH ST
202053887,Other,VANDALISM,A1,2020,7,20,HIGH ST
202053886,Drug Violation,INVESTIGATE PERSON,A7,2020,7,0,BARNES AVE
202053885,Larceny,INVESTIGATE PERSON,E5,2020,7,0,
202053884,Police Service Incidents,INVESTIGATE PERSON,D14,2020,7,0,FOSTER ST
202053878,Investigate Person,SICK/INJURED/MEDICAL - PERSON,C6,2020,7,23,NORTH POINT DR
202053877,Aggravated Assault,VERBAL DISPUTE,E18,2020,7,23,ROCKDALE ST
202053876,Warrant Arrests,INVESTIGATE PERSON,D4,2020,7,22,AGUADILLA ST
202053875,Auto Theft,ASSAULT - SIMPLE,B2,2020,7,23,BLUE HILL AVE
202053873,Larceny,LARCENY ALL OTHERS,A1,2020,7,22,
202053871,Other,DEATH INVESTIGATION,C11,2020,7,23,ADAMS ST
202053870,Property Found,VERBAL DISPUTE,B3,2020,7,22,BLUE HILL AVE
202053869,Other,M/V ACCIDENT - OTHER,C11,2020,7,0,
202053868,Medical Assistance,VANDALISM,E18,2020,7,22,CLEVELAND ST
202053867,Larceny From Motor Vehicle,THREATS TO DO BODILY HARM,C11,2020,7,21,HOMES AVE
202053866,Confidence Games,VERBAL DISPUTE,C6,2020,7,22,BOSTON ST
202053865,Medical Assistance,ASSAULT - AGGRAVATED,C6,2020,7,22,ALLSTATE RD
202053864,Motor Vehicle Accident Response,INVESTIGATE PERSON,D4,2020,7,21,DWIGHT ST
202053863,Investigate Property,ASSAULT - AGGRAVATED,B3,2020,7,21,ROSEDALE ST
202053862,Motor Vehicle Accident Response,ASSAULT - SIMPLE,E18,2020,7,22,NEPONSET AVE
202053861,Motor Vehicle Accident Response,TOWED MOTOR VEHICLE,E5,2020,7,21,TENNYSON ST
202053860,Investigate Property,BALLISTICS EVIDENCE/FOUND,E13,2020,7,22,DAY ST
202053859,Towed,ASSAULT - AGGRAVATED,B3,2020,7,21,
202053858,Vandalism,INVESTIGATE PERSON,,2020,7,21,O ST
202053857,Vandalism,M/V ACCIDENT - OTHER,D4,2020,7,21,BEACON ST
202053856,Vandalism,CHILD ENDANGERMENT,B3,2020,7,21,FAIRMOUNT ST
202053855,Vandalism,ASSAULT - SIMPLE,B2,2020,7,21,SEAVER ST
202053854,Vandalism,ASSAULT - AGGRAVATED,D14,2020,7,21,GARDNER ST
202053853,Motor Vehicle Accident Response,VERBAL DISPUTE,D4,2020,7,20,TREMONT ST
202053852,Medical Assistance,INVESTIGATE PERSON,E18,2020,7,21,CUMMINS HWY
202053851,Other,INVESTIGATE PERSON,D14,2020,7,20,CAMBRIDGE ST
202053850,Property Found,FRAUD - CREDIT CARD / ATM FRAUD,A1,2020,7,21,NEW SUDBURY ST
202053849,Motor Vehicle Accident Response,INVESTIGATE PERSON,E18,2020,7,20,THORN ST
202053847,Fraud,ASSAULT - AGGRAVATED,C11,2020,7,21,WASHINGTON ST
202053846,Larceny From Motor Vehicle,VERBAL DISPUTE,C11,2020,7,21,NORFOLK ST
202053845,Warrant Arrests,LARCENY THEFT OF BICYCLE,A1,2020,7,16,NEW SUDBURY ST
202053844,Towed,INVESTIGATE PROPERTY,B2,2020,7,20,WOODBINE ST
202053843,Motor Vehicle Accident Response,SICK ASSIST,A7,2020,7,20,SARATOGA ST
202053842,Residential Burglary,INVESTIGATE PERSON,B3,2020,7,20,NORFOLK ST
202053841,Towed,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,2020,7,20,DARTMOUTH ST
202053840,Property Lost,PROPERTY - LOST/ MISSING,E18,2020,7,16,HYDE PARK AVE
202053839,Counterfeiting,THREATS TO DO BODILY HARM,C11,2020,7,20,ADAMS ST
202053838,Property Found,INVESTIGATE PERSON,B2,2020,7,18,WASHINGTON ST
202053837,Verbal Disputes,VAL - OPERATING AFTER REV/SUSP.,C11,2020,7,18,
202053836,Medical Assistance,THREATS TO DO BODILY HARM,B2,2020,7,20,ANNUNCIATION RD
202053835,Larceny,SICK ASSIST,A7,2020,7,19,BORDER ST
202053834,Simple Assault,PROPERTY - FOUND,C11,2020,7,20,GIBSON ST
202053832,Other,SICK ASSIST,B2,2020,7,19,WASHINGTON ST
202053831,Medical Assistance,VERBAL DISPUTE,C11,2020,7,0,NORTON ST
202053830,Medical Assistance,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3,2020,7,19,
202053829,License Violation,ASSAULT - SIMPLE,A1,2020,7,19,COURT ST
202053828,Simple Assault,INVESTIGATE PROPERTY,E18,2020,7,19,FAIRMOUNT AVE
202053827,Drug Violation,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D4,2020,7,19,
202053826,Investigate Person,PROPERTY - LOST/ MISSING,D14,2020,7,20,COMMONWEALTH AVE
202053820,Verbal Disputes,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2,2020,7,19,COLUMBIA RD & GENEVA AVE
202053819,Other,SICK ASSIST,A7,2020,7,19,BENNINGTON ST
202053818,Larceny,M/V ACCIDENT - PERSONAL INJURY,B2,2020,7,18,MAGNOLIA ST
202053817,Vandalism,VANDALISM,B3,2020,7,0,BLUE HILL AVE
202053816,Motor Vehicle Accident Response,VAL - VIOLATION OF AUTO LAW,C11,2020,7,19,WASHINGTON ST
202053815,Robbery,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,,2020,7,18,N HARVARD/STADIUM RD
202053814,Simple Assault,M/V ACCIDENT - PROPERTY DAMAGE,B3,2020,7,18,
202053813,Aggravated Assault,LARCENY PURSE SNATCH - NO FORCE,C6,2020,7,19,ALLSTATE RD
202053812,Verbal Disputes,INVESTIGATE PERSON,C11,2020,7,18,WILLIAM T MORRISSEY BLVD
202053811,Medical Assistance,VERBAL DISPUTE,B3,2020,7,18,WENTWORTH ST
202053810,Other,LARCENY THEFT OF BICYCLE,D14,2020,7,3,GUEST ST
202053808,Motor Vehicle Accident Response,THREATS TO DO BODILY HARM,C11,2020,7,0,GIBSON ST
202053806,Motor Vehicle Accident Response,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,2020,7,19,GIBSON ST
202053805,Other,FRAUD - FALSE PRETENSE / SCHEME,B2,2020,7,19,WASHINGTON ST
202053804,Motor Vehicle Accident Response,INVESTIGATE PERSON,E18,2020,7,18,PAINE ST
202053803,Vandalism,SERVICE TO OTHER AGENCY,E13,2020,7,12,BRAGDON ST
202053802,Ballistics,FRAUD - WIRE,B3,2020,7,18,GLENWAY ST
202053801,Medical Assistance,INVESTIGATE PERSON,B2,2020,7,18,WASHINGTON ST
202053800,Investigate Property,LARCENY ALL OTHERS,B3,2020,7,13,BLUE HILL AVENUE
202053799,Simple Assault,M/V ACCIDENT - PERSONAL INJURY,B2,2020,7,17,BLUE HILL AVE
202053798,Verbal Disputes,FRAUD - IMPERSONATION,C6,2020,7,2,BELLFLOWER ST
202053797,Simple Assault,FIRE REPORT,E13,2020,7,17,S HUNTINGTON AVE
202053796,Simple Assault,VERBAL DISPUTE,B3,2020,7,17,WHITFIELD ST
202053795,Vandalism,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,2020,7,18,
202053794,Missing Person Located,ASSAULT - SIMPLE,A7,2020,7,17,BORDER ST
202053793,Motor Vehicle Accident Response,ASSAULT - AGGRAVATED,E5,2020,7,7,CENTRE ST
202053792,Larceny,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,2020,7,12,WASHINGTON ST
202053791,Drug Violation,VANDALISM,B3,2020,7,14,RIPLEY RD
202053790,Firearm Violations,VIOLATION - HARASSMENT PREVENTION ORDER,D14,2020,7,17,REEDSDALE ST
202053789,Other,M/V ACCIDENT - PERSONAL INJURY,B3,2020,7,17,BLUE HILL AVE
202053787,Medical Assistance,SICK ASSIST,C6,2020,7,15,MASSACHUSETTS AVE
202053785,Towed,LARCENY THEFT OF BICYCLE,D4,2020,7,14,HARRISON AVE
202053783,Confidence Games,ASSAULT - AGGRAVATED,C11,2020,7,0,GIBSON ST
202053781,Missing Person Located,INVESTIGATE PERSON,E18,2020,7,17,CHURCH ST
202053780,Missing Person Reported,M/V ACCIDENT - PROPERTY DAMAGE,E13,2020,7,16,WASHINGTON ST
202053779,Motor Vehicle Accident Response,LARCENY THEFT OF BICYCLE,D14,2020,7,7,WASHINGTON ST
202053778,Medical Assistance,LARCENY THEFT OF BICYCLE,D4,2020,7,17,PARK DR
202053777,Towed,SICK/INJURED/MEDICAL - POLICE,A1,2020,5,22,
202053776,Fraud,LARCENY ALL OTHERS,E13,2020,7,0,POND ST
202053775,Verbal Disputes,LARCENY THEFT OF BICYCLE,A1,2020,7,16,BOYLSTON ST
202053774,Simple Assault,THREATS TO DO BODILY HARM,E18,2020,7,16,TESLA ST
202053773,Police Service Incidents,ASSAULT - SIMPLE,E5,2020,7,16,NEW
202053772,Firearm Violations,SICK ASSIST,C11,2020,7,16,ADAMS ST
202053771,Recovered Stolen Property,VANDALISM,C6,2020,7,23,DORCHESTER ST
202053770,Simple Assault,LARCENY ALL OTHERS,B2,2020,7,13,SCHROEDER PLZ
202053769,Verbal Disputes,VANDALISM,B2,2020,7,16,WAVERLY ST
202053768,Investigate Property,LARCENY SHOPLIFTING,D4,2020,7,16,NEWBURY ST
202053767,Medical Assistance,VIOLATION - RESTRAINING ORDER (NO ARREST),E18,2020,7,16,HYDE PARK AVE
202053760,Verbal Disputes,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,2020,7,16,CENTRE ST
202053759,Towed,LARCENY THEFT FROM BUILDING,E13,2020,7,19,WASHINGTON ST
202053757,Medical Assistance,PROPERTY - LOST/ MISSING,E13,2020,7,18,WASHINGTON ST
202053756,Aggravated Assault,LARCENY ALL OTHERS,B2,2020,7,15,
202053755,Medical Assistance,INVESTIGATE PERSON,A1,2020,7,22,CHESTNUT ST
202053754,Warrant Arrests,PROPERTY - ACCIDENTAL DAMAGE,E18,2020,7,15,HYDE PARK AVE
202053753,Simple Assault,INVESTIGATE PERSON,D4,2020,7,15,
202053752,Motor Vehicle Accident Response,ASSAULT - SIMPLE,B2,2020,7,15,BALFOUR ST
202053751,Larceny,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E13,2020,7,14,BYNNER ST
202053750,Property Found,THREATS TO DO BODILY HARM,D14,2020,7,1,WASHINGTON ST
202053749,Property Found,VERBAL DISPUTE,C11,2020,7,15,GENEVA AVE
202053748,Motor Vehicle Accident Response,FRAUD - IMPERSONATION,C6,2020,7,14,W BROADWAY
202053747,Verbal Disputes,M/V ACCIDENT - PROPERTY DAMAGE,E5,2020,7,15,CENTRE ST
202053746,Investigate Person,ASSAULT - AGGRAVATED,C6,2020,7,14,MITCHELL ST
202053745,Medical Assistance,SICK ASSIST,A1,2020,7,14,TREMONT ST
202053744,Investigate Person,PROPERTY - LOST/ MISSING,A15,2020,7,11,VINE ST
202053743,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,2020,7,14,MYRTLEBANK AVE
202053742,Investigate Property,M/V ACCIDENT - PERSONAL INJURY,A7,2020,7,15,
202053741,Investigate Person,M/V ACCIDENT - PERSONAL INJURY,C6,2020,7,14,SOUTHAMPTON ST
202053740,Investigate Property,INVESTIGATE PROPERTY,E13,2020,7,13,WISE ST
202053739,Investigate Person,MISSING PERSON,A1,2020,7,14,WASHINGTON ST
202053546,Simple Assault,TOWED MOTOR VEHICLE,C6,2020,7,18,
202053545,Drug Violation,SICK/INJURED/MEDICAL - PERSON,A7,2020,7,18,CHELSEA ST
202053544,Motor Vehicle Accident Response,ASSAULT - SIMPLE,C6,2020,7,19,BOSTON ST
202053543,Larceny,SICK ASSIST,A1,2020,7,19,
202053542,Harassment,VERBAL DISPUTE,A7,2020,7,18,SUMNER ST
202053541,Missing Person Located,VERBAL DISPUTE,C11,2020,7,18,CLAYBOURNE ST
202053540,Investigate Property,SEX OFFENSE - RAPE - FORCIBLE,D14,2020,7,2,WASHINGTON ST
202053539,Investigate Property,VAL - VIOLATION OF AUTO LAW,B3,2020,7,19,
202053538,Counterfeiting,ASSAULT - AGGRAVATED,E18,2020,7,18,CUMMINS HWY
202053537,Larceny,INVESTIGATE PERSON,A15,2020,7,18,MEDFORD ST
202053536,Motor Vehicle Accident Response,FRAUD - FALSE PRETENSE / SCHEME,B3,2020,7,19,BLUE HILL AVENUE
202053535,Larceny,THREATS TO DO BODILY HARM,B2,2020,7,17,WASHINGTON ST
202053526,Drug Violation,HARASSMENT/ CRIMINAL HARASSMENT,C6,2020,7,12,W BROADWAY
202053525,Aggravated Assault,INVESTIGATE PERSON,E18,2020,7,18,RIVER ST
202053524,Disorderly Conduct,VERBAL DISPUTE,B3,2020,7,17,HAZLETON ST
202053523,Drug Violation,SICK ASSIST,B2,2020,7,17,ELM HILL AVE
202053522,Drug Violation,PROPERTY - LOST/ MISSING,E18,2020,7,17,HYDE PARK AVE
202053521,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,2020,7,17,
202053520,Drug Violation,AUTO THEFT,A7,2020,7,18,PARIS ST
202053519,Verbal Disputes,ASSAULT - SIMPLE,D4,2020,7,17,DARTMOUTH ST
202053518,Fire Related Reports,FIRE REPORT,C6,2020,7,17,E SIXTH ST
202053517,Larceny,SICK ASSIST,D4,2020,7,17,NEWBURY ST
202053516,Motor Vehicle Accident Response,INVESTIGATE PERSON,E13,2020,7,17,FOREST HILLS ST
202053515,Verbal Disputes,VIOLATION - RESTRAINING ORDER (NO ARREST),E5,2020,1,2,CENTRE ST
202053514,Verbal Disputes,ASSAULT - AGGRAVATED,C11,2020,7,17,WILLIAM T MORRISSEY BLVD
202053513,Property Found,VIOLATION - RESTRAINING ORDER (NO ARREST),E5,2020,7,8,BROADLAWN PARK
202053512,Medical Assistance,SICK ASSIST,C6,2020,7,17,ATHENS ST
202053511,Verbal Disputes,FRAUD - CREDIT CARD / ATM FRAUD,E13,2020,7,13,CENTRE ST
202053510,Motor Vehicle Accident Response,AUTO THEFT,B2,2020,7,17,BLUE HILL AVE
202053509,Motor Vehicle Accident Response,SERVICE TO OTHER AGENCY,E5,2020,7,14,CENTRE ST
202053508,Other,LARCENY ALL OTHERS,A7,2020,7,17,PARIS ST
202053507,Violations,INVESTIGATE PROPERTY,B2,2020,7,16,GREENVILLE ST
202053506,Larceny,TOWED MOTOR VEHICLE,B2,2020,7,5,
202053505,Larceny,M/V ACCIDENT - OTHER,E18,2020,7,17,
202053504,Investigate Person,LANDLORD - TENANT,B3,2020,7,17,SUTTON ST
202053503,Drug Violation,TOWED MOTOR VEHICLE,D14,2020,7,16,
202053502,Larceny,M/V ACCIDENT - PROPERTY DAMAGE,B2,2020,7,15,FRANCIS ST
202053500,Landlord/Tenant Disputes,FRAUD - IMPERSONATION,D4,2020,7,0,HARRISON AVE
202053499,Vandalism,LARCENY THEFT FROM BUILDING,A7,2020,7,17,PARIS ST
202053498,Investigate Person,VANDALISM,E5,2020,7,16,JOYCE KILMER RD
202053497,Other,M/V ACCIDENT - OTHER,A7,2020,7,13,
202053496,Motor Vehicle Accident Response,SICK ASSIST,C11,2020,7,16,COLUMBIA RD
202053495,Property Lost,SICK/INJURED/MEDICAL - PERSON,A7,2020,7,16,MERIDIAN ST
202053494,Larceny,VANDALISM,,2020,7,15,WASHINGTON STREET
202053493,Drug Violation,ROBBERY,A7,2020,7,1,PARIS ST
202053492,Drug Violation,INVESTIGATE PROPERTY,B3,2020,7,16,WOODGATE ST
202053491,Missing Person Reported,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,2020,7,23,BLUE HILL AVENUE
202053490,Medical Assistance,ASSAULT - SIMPLE,E13,2020,7,0,DAY ST
202053489,Investigate Person,M/V - LEAVING SCENE - PERSONAL INJURY,C11,2020,7,16,DRAPER ST
202053488,Investigate Person,LARCENY SHOPLIFTING,D14,2020,7,16,BEACON ST
202053486,Investigate Person,FRAUD - FALSE PRETENSE / SCHEME,C6,2020,2,16,W BROADWAY
202053485,Property Lost,VERBAL DISPUTE,E5,2020,7,16,GEORGETOWNE DR
202053484,Drug Violation,VERBAL DISPUTE,C6,2020,7,16,JAMES O'NEILL ST
202053483,Landlord/Tenant Disputes,MISSING PERSON,B2,2020,7,14,GASTON ST
202053482,Robbery,ASSAULT - SIMPLE,E5,2020,7,15,BROOKWAY RD
202053481,Fraud,SICK/INJURED/MEDICAL - PERSON,C11,2020,7,15,CARSON ST
202053480,Verbal Disputes,LARCENY THEFT FROM BUILDING,E18,2020,7,10,GREW HILL RD
202053478,Verbal Disputes,FRAUD - WIRE,D4,2020,7,23,HARRISON AVE
202053477,Medical Assistance,FRAUD - CREDIT CARD / ATM FRAUD,E18,2020,7,11,HYDE PARK AVE
202053474,Residential Burglary,LARCENY THEFT FROM BUILDING,C6,2020,7,5,E SECOND ST
202053473,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,2020,7,9,BLUE HILL AVE
202053472,Drug Violation,VERBAL DISPUTE,A1,2020,7,15,ATLANTIC AVE
202053467,Drug Violation,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,2020,7,14,HYDE PARK AVE
202053466,Vandalism,ASSAULT - SIMPLE,B3,2020,7,14,MORTON ST
202053465,Restraining Order Violations,INVESTIGATE PERSON,E13,2020,7,15,SOUTH ST
202053464,Motor Vehicle Accident Response,LARCENY ALL OTHERS,A15,2020,7,19,VINE ST
202053463,Fraud,INVESTIGATE PROPERTY,D4,2020,7,20,EXETER ST
202053462,Simple Assault,INVESTIGATE PERSON,C11,2020,7,13,BOWDOIN ST
202053461,Investigate Person,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,E13,2020,7,0,SCHOOL ST
202053460,Medical Assistance,PROPERTY - LOST/ MISSING,E18,2020,7,15,HYDE PARK AVE
202053459,Ballistics,M/V ACCIDENT - OTHER,D14,2020,7,14,ORKNEY RD
202053458,Drug Violation,M/V ACCIDENT - PROPERTY DAMAGE,B2,2020,7,14,
202053457,Other,FORGERY / COUNTERFEITING,A7,2020,7,14,PARIS ST
202053456,Confidence Games,AUTO THEFT,E5,2020,7,14,CENTRE ST
202053455,Property Lost,INVESTIGATE PERSON,C6,2020,7,15,MASS
202053454,Other Burglary,PROPERTY - ACCIDENTAL DAMAGE,C11,2020,6,11,GIBSON ST
202053453,Auto Theft,ROBBERY,E13,2020,7,13,WASHINGTON ST
202053452,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,2020,7,14,WASHINGTON ST
202053451,Fraud,ROBBERY,B2,2020,7,13,HUMBOLDT AVE
202053450,Property Lost,ASSAULT - SIMPLE,E18,2020,7,11,METROPOLITAN AVE
202053449,Confidence Games,SICK ASSIST,C11,2020,7,13,HOWE TER
202053448,Aggravated Assault,VERBAL DISPUTE,D4,2020,7,13,COMMONWEALTH AVE
202053447,Verbal Disputes,LARCENY ALL OTHERS,B3,2020,7,14,BLUE HILL AVE
202053446,Investigate Person,SICK ASSIST,E18,2020,7,12,READVILLE ST
202053445,Confidence Games,AUTO THEFT - LEASED/RENTED VEHICLE,B2,2020,7,6,WASHINGTON ST
202053444,Medical Assistance,ASSAULT - SIMPLE,A7,2020,7,13,BRANDYWYNE DR
202053443,Motor Vehicle Accident Response,THREATS TO DO BODILY HARM,C6,2020,7,13,W BROADWAY
202053442,Vandalism,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,2020,7,0,GIBSON ST
202053441,Missing Person Reported,ASSAULT - AGGRAVATED,E13,2020,7,13,CHILCOTT PL
202053440,Auto Theft,ASSAULT - AGGRAVATED,C11,2020,7,13,
202053439,Auto Theft Recovery,VAL - OPERATING W/O AUTHORIZATION LAWFUL,C11,2020,7,13,VAN WINKLE ST
202053438,Simple Assault,SICK/INJURED/MEDICAL - PERSON,C6,2020,7,13,GATES ST
202053437,Medical Assistance,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,2020,7,9,GIBSON ST
202053436,Motor Vehicle Accident Response,LARCENY SHOPLIFTING,D4,2020,7,12,HUNTINGTON AVE
202053435,Harassment,M/V ACCIDENT - OTHER,A7,2020,7,23,PARIS ST
202053434,Simple Assault,MISSING PERSON,D4,2020,7,12,SHAWMUT AVE
202053433,Violations,LARCENY THEFT FROM BUILDING,E18,2020,7,9,HYDE PARK AVE
202053432,Investigate Person,INVESTIGATE PERSON,D4,2020,7,13,HARRISON AVE
202053431,Investigate Person,VERBAL DISPUTE,D14,2020,7,13,BRAINERD RD
202053430,Medical Assistance,CHILD ENDANGERMENT,D14,2020,7,13,N HARVARD ST
202053429,Larceny,INVESTIGATE PERSON,A7,2020,7,13,MAVERICK SQ
202053428,Investigate Person,INVESTIGATE PROPERTY,B2,2020,7,13,DEVON ST
202053427,Larceny,ASSAULT - AGGRAVATED,B2,2020,3,11,WASHINGTON ST
202053426,Police Service Incidents,ASSAULT - SIMPLE,C11,2020,7,12,DORCHESTER AVE
202053425,Drug Violation,PROPERTY - LOST/ MISSING,D14,2020,7,21,WASHINGTON ST
202053424,Search Warrants,LARCENY SHOPLIFTING,D4,2020,7,13,BOYLSTON ST
202053423,Firearm Violations,LARCENY SHOPLIFTING,D4,2020,7,14,BOYLSTON ST
202053422,Drug Violation,INVESTIGATE PERSON,B3,2020,7,12,LORNA RD
202053421,Property Lost,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C11,2020,7,12,
202053419,Medical Assistance,AUTO THEFT,B2,2020,7,12,BLUE HILL AVE
202053418,Investigate Person,INVESTIGATE PERSON,D4,2020,7,0,W DEDHAM ST
202053417,Property Lost,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,B2,2020,7,12,
