INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
202053911,3831,Other,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,7/29/2020 23:36,2020,7,Wednesday,23,,,,,"(0.00000000, 0.00000000)"
202053910,423,Verbal Disputes,ASSAULT - AGGRAVATED,D4, ,0,7/30/2020 3:06,2020,7,Thursday,3,,,,,"(0.00000000, 0.00000000)"
202053909,423,Larceny From Motor Vehicle,ASSAULT - AGGRAVATED,E13, ,1,7/30/2020 2:48,2020,7,Thursday,2,,WALDEN ST,,,"(0.00000000, 0.00000000)"
202053908,3115,Investigate Person,INVESTIGATE PERSON,C11, ,1,7/30/2020 2:47,2020,7,Thursday,2,,,,,"(0.00000000, 0.00000000)"
202053907,1402,Investigate Person,VANDALISM,A7, ,0,7/30/2020 2:12,2020,7,Thursday,2,,FAYWOOD AVE,,,"(0.00000000, 0.00000000)"
202053906,520,Larceny,BURGLARY - RESIDENTIAL,D14, ,0,7/30/2020 2:37,2020,7,Thursday,2,,CHISWICK RD,,,"(0.00000000, 0.00000000)"
202053905,2647,Towed,THREATS TO DO BODILY HARM,B3, ,0,7/30/2020 1:44,2020,7,Thursday,1,,BROOKVIEW ST,,,"(0.00000000, 0.00000000)"
202053904,3301,Property Lost,VERBAL DISPUTE,B3, ,0,7/30/2020 1:25,2020,7,Thursday,1,,SUTTON ST,,,"(0.00000000, 0.00000000)"
202053903,3301,Other,VERBAL DISPUTE,B3, ,0,7/29/2020 23:36,2020,7,Wednesday,23,,WILDWOOD ST,,,"(0.00000000, 0.00000000)"
202053902,3114,Other Burglary,INVESTIGATE PROPERTY,C11, ,1,7/30/2020 2:25,2020,7,Thursday,2,,LONGFELLOW ST,,,"(0.00000000, 0.00000000)"
202053901,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2, ,0,7/30/2020 2:06,2020,7,Thursday,2,,WARREN ST,,,"(0.00000000, 0.00000000)"
202053900,3301,Motor Vehicle Accident Response,VERBAL DISPUTE,B3, ,0,7/29/2020 20:14,2020,7,Wednesday,20,,NORWELL ST,,,"(0.00000000, 0.00000000)"
202053899,3301,Motor Vehicle Accident Response,VERBAL DISPUTE,B3, ,0,7/30/2020 0:07,2020,7,Thursday,0,,MORA ST,,,"(0.00000000, 0.00000000)"
202053898,2907,Investigate Person,VAL - OPERATING AFTER REV/SUSP.,B2, ,0,7/30/2020 2:26,2020,7,Thursday,2,,,,,"(0.00000000, 0.00000000)"
202053897,1810,Auto Theft,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,7/30/2020 0:15,2020,7,Thursday,0,,STUART ST,,,"(0.00000000, 0.00000000)"
202053896,3114,Motor Vehicle Accident Response,INVESTIGATE PROPERTY,B2, ,0,7/30/2020 1:54,2020,7,Thursday,1,,WARREN ST,,,"(0.00000000, 0.00000000)"
202053895,2905,Missing Person Reported,VAL - VIOLATION OF AUTO LAW,B2, ,0,7/30/2020 1:59,2020,7,Thursday,1,,CHARLAME PL,,,"(0.00000000, 0.00000000)"
202053894,423,Property Found,ASSAULT - AGGRAVATED,B2, ,0,7/30/2020 1:35,2020,7,Thursday,1,,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
202053893,2647,Other,THREATS TO DO BODILY HARM,A15, ,0,7/30/2020 0:05,2020,7,Thursday,0,,OLD IRONSIDES WAY,,,"(0.00000000, 0.00000000)"
202053892,3301,Larceny,VERBAL DISPUTE,E18, ,0,7/30/2020 0:54,2020,7,Thursday,0,,BLAKE ST,,,"(0.00000000, 0.00000000)"
202053891,1402,Residential Burglary,VANDALISM,A1, ,0,7/29/2020 20:44,2020,7,Wednesday,20,,HIGH ST,,,"(0.00000000, 0.00000000)"
202053890,1402,Towed,VANDALISM,A1, ,0,7/29/2020 20:44,2020,7,Wednesday,20,,HIGH ST,,,"(0.00000000, 0.00000000)"
202053889,1402,Police Service Incidents,VANDALISM,A1, ,0,7/21/2020 0:07,2020,7,Tuesday,0,,HIGH ST,,,"(0.00000000, 0.00000000)"
202053888,1402,Motor Vehicle Accident Response,VANDALISM,A1, ,0,7/29/2020 22:44,2020,7,Wednesday,22,,HIGH ST,,,"(0.00000000, 0.00000000)"
202053887,1402,Other,VANDALISM,A1, ,0,7/29/2020 20:44,2020,7,Wednesday,20,,HIGH ST,,,"(0.00000000, 0.00000000)"
202053886,3115,Drug Violation,INVESTIGATE PERSON,A7, ,0,7/30/2020 0:20,2020,7,Thursday,0,,BARNES AVE,,,"(0.00000000, 0.00000000)"
202053885,3115,Larceny,INVESTIGATE PERSON,E5, ,0,7/30/2020 0:25,2020,7,Thursday,0,,,,,"(0.00000000, 0.00000000)"
202053884,3115,Police Service Incidents,INVESTIGATE PERSON,D14, ,0,7/30/2020 0:03,2020,7,Thursday,0,,FOSTER ST,,,"(0.00000000, 0.00000000)"
202053878,3006,Investigate Person,SICK/INJURED/MEDICAL - PERSON,C6, ,0,7/29/2020 23:37,2020,7,Wednesday,23,,NORTH POINT DR,,,"(0.00000000, 0.00000000)"
202053877,3301,Aggravated Assault,VERBAL DISPUTE,E18, ,0,7/29/2020 23:31,2020,7,Wednesday,23,,ROCKDALE ST,,,"(0.00000000, 0.00000000)"
202053876,3115,Warrant Arrests,INVESTIGATE PERSON,D4, ,0,7/29/2020 22:49,2020,7,Wednesday,22,,AGUADILLA ST,,,"(0.00000000, 0.00000000)"
202053875,801,Auto Theft,ASSAULT - SIMPLE,B2,320,0,7/29/2020 23:29,2020,7,Wednesday,23,,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
202053873,619,Larceny,LARCENY ALL OTHERS,A1, ,0,7/29/2020 22:21,2020,7,Wednesday,22,,,,,"(0.00000000, 0.00000000)"
202053871,3001,Other,DEATH INVESTIGATION,C11, ,1,7/29/2020 23:11,2020,7,Wednesday,23,,ADAMS ST,,,"(0.00000000, 0.00000000)"
202053870,3301,Property Found,VERBAL DISPUTE,B3, ,0,7/29/2020 22:40,2020,7,Wednesday,22,,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
202053869,3801,Other,M/V ACCIDENT - OTHER,C11, ,0,7/29/2020 0:00,2020,7,Wednesday,0,,,,,"(0.00000000, 0.00000000)"
202053868,1402,Medical Assistance,VANDALISM,E18, ,0,7/29/2020 22:41,2020,7,Wednesday,22,,CLEVELAND ST,,,"(0.00000000, 0.00000000)"
202053867,2647,Larceny From Motor Vehicle,THREATS TO DO BODILY HARM,C11, ,0,7/29/2020 21:09,2020,7,Wednesday,21,,HOMES AVE,,,"(0.00000000, 0.00000000)"
202053866,3301,Confidence Games,VERBAL DISPUTE,C6, ,0,7/29/2020 22:38,2020,7,Wednesday,22,,BOSTON ST,,,"(0.00000000, 0.00000000)"
202053865,423,Medical Assistance,ASSAULT - AGGRAVATED,C6, ,0,7/29/2020 22:05,2020,7,Wednesday,22,,ALLSTATE RD,,,"(0.00000000, 0.00000000)"
202053864,3115,Motor Vehicle Accident Response,INVESTIGATE PERSON,D4, ,0,7/29/2020 21:32,2020,7,Wednesday,21,,DWIGHT ST,,,"(0.00000000, 0.00000000)"
202053863,423,Investigate Property,ASSAULT - AGGRAVATED,B3, ,1,7/29/2020 21:55,2020,7,Wednesday,21,,ROSEDALE ST,,,"(0.00000000, 0.00000000)"
202053862,801,Motor Vehicle Accident Response,ASSAULT - SIMPLE,E18, ,0,7/29/2020 22:25,2020,7,Wednesday,22,,NEPONSET AVE,,,"(0.00000000, 0.00000000)"
202053861,3410,Motor Vehicle Accident Response,TOWED MOTOR VEHICLE,E5, ,0,7/29/2020 21:24,2020,7,Wednesday,21,,TENNYSON ST,,,"(0.00000000, 0.00000000)"
202053860,2662,Investigate Property,BALLISTICS EVIDENCE/FOUND,E13, ,1,7/29/2020 22:03,2020,7,Wednesday,22,,DAY ST,,,"(0.00000000, 0.00000000)"
202053859,423,Towed,ASSAULT - AGGRAVATED,B3, ,1,7/29/2020 21:22,2020,7,Wednesday,21,,,,,"(0.00000000, 0.00000000)"
202053858,3115,Vandalism,INVESTIGATE PERSON,, ,0,7/29/2020 21:16,2020,7,Wednesday,21,,O ST,,,"(0.00000000, 0.00000000)"
202053857,3801,Vandalism,M/V ACCIDENT - OTHER,D4, ,0,7/29/2020 21:16,2020,7,Wednesday,21,,BEACON ST,,,"(0.00000000, 0.00000000)"
202053856,2005,Vandalism,CHILD ENDANGERMENT,B3, ,0,7/29/2020 21:46,2020,7,Wednesday,21,,FAIRMOUNT ST,,,"(0.00000000, 0.00000000)"
202053855,801,Vandalism,ASSAULT - SIMPLE,B2, ,0,7/29/2020 21:10,2020,7,Wednesday,21,,SEAVER ST,,,"(0.00000000, 0.00000000)"
202053854,423,Vandalism,ASSAULT - AGGRAVATED,D14, ,0,7/29/2020 21:28,2020,7,Wednesday,21,,GARDNER ST,,,"(0.00000000, 0.00000000)"
202053853,3301,Motor Vehicle Accident Response,VERBAL DISPUTE,D4, ,0,7/29/2020 20:52,2020,7,Wednesday,20,,TREMONT ST,,,"(0.00000000, 0.00000000)"
202053852,3115,Medical Assistance,INVESTIGATE PERSON,E18, ,0,7/29/2020 21:10,2020,7,Wednesday,21,,CUMMINS HWY,,,"(0.00000000, 0.00000000)"
202053851,3115,Other,INVESTIGATE PERSON,D14, ,0,7/29/2020 20:56,2020,7,Wednesday,20,,CAMBRIDGE ST,,,"(0.00000000, 0.00000000)"
202053850,1106,Property Found,FRAUD - CREDIT CARD / ATM FRAUD,A1,77,0,7/29/2020 21:30,2020,7,Wednesday,21,,NEW SUDBURY ST,,,"(0.00000000, 0.00000000)"
202053849,3115,Motor Vehicle Accident Response,INVESTIGATE PERSON,E18, ,0,7/29/2020 20:52,2020,7,Wednesday,20,,THORN ST,,,"(0.00000000, 0.00000000)"
202053847,423,Fraud,ASSAULT - AGGRAVATED,C11, ,0,7/29/2020 21:15,2020,7,Wednesday,21,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053846,3301,Larceny From Motor Vehicle,VERBAL DISPUTE,C11,450,0,7/29/2020 21:27,2020,7,Wednesday,21,,NORFOLK ST,,,"(0.00000000, 0.00000000)"
202053845,616,Warrant Arrests,LARCENY THEFT OF BICYCLE,A1,77,0,7/24/2020 16:00,2020,7,Friday,16,,NEW SUDBURY ST,,,"(0.00000000, 0.00000000)"
202053844,3114,Towed,INVESTIGATE PROPERTY,B2, ,0,7/29/2020 20:54,2020,7,Wednesday,20,,WOODBINE ST,,,"(0.00000000, 0.00000000)"
202053843,3005,Motor Vehicle Accident Response,SICK ASSIST,A7, ,0,7/29/2020 20:18,2020,7,Wednesday,20,,SARATOGA ST,,,"(0.00000000, 0.00000000)"
202053842,3115,Residential Burglary,INVESTIGATE PERSON,B3, ,0,7/29/2020 20:05,2020,7,Wednesday,20,,NORFOLK ST,,,"(0.00000000, 0.00000000)"
202053841,1810,Towed,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4, ,0,7/29/2020 20:15,2020,7,Wednesday,20,,DARTMOUTH ST,,,"(0.00000000, 0.00000000)"
202053840,3201,Property Lost,PROPERTY - LOST/ MISSING,E18, ,0,7/25/2020 16:24,2020,7,Saturday,16,,HYDE PARK AVE,,,"(0.00000000, 0.00000000)"
202053839,2647,Counterfeiting,THREATS TO DO BODILY HARM,C11, ,0,7/29/2020 20:02,2020,7,Wednesday,20,,ADAMS ST,,,"(0.00000000, 0.00000000)"
202053838,3115,Property Found,INVESTIGATE PERSON,B2, ,0,7/29/2020 18:00,2020,7,Wednesday,18,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053837,2907,Verbal Disputes,VAL - OPERATING AFTER REV/SUSP.,C11, ,0,7/29/2020 18:58,2020,7,Wednesday,18,,,,,"(0.00000000, 0.00000000)"
202053836,2647,Medical Assistance,THREATS TO DO BODILY HARM,B2, ,0,7/29/2020 20:02,2020,7,Wednesday,20,,ANNUNCIATION RD,,,"(0.00000000, 0.00000000)"
202053835,3005,Larceny,SICK ASSIST,A7, ,0,7/29/2020 19:40,2020,7,Wednesday,19,,BORDER ST,,,"(0.00000000, 0.00000000)"
202053834,3207,Simple Assault,PROPERTY - FOUND,C11, ,0,7/29/2020 20:24,2020,7,Wednesday,20,,GIBSON ST,,,"(0.00000000, 0.00000000)"
202053832,3005,Other,SICK ASSIST,B2, ,0,7/29/2020 19:15,2020,7,Wednesday,19,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053831,3301,Medical Assistance,VERBAL DISPUTE,C11, ,0,7/29/2020 0:00,2020,7,Wednesday,0,,NORTON ST,,,"(0.00000000, 0.00000000)"
202053830,1501,Medical Assistance,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B3, ,0,7/29/2020 19:12,2020,7,Wednesday,19,,,,,"(0.00000000, 0.00000000)"
202053829,801,License Violation,ASSAULT - SIMPLE,A1, ,0,7/29/2020 19:32,2020,7,Wednesday,19,,COURT ST,,,"(0.00000000, 0.00000000)"
202053828,3114,Simple Assault,INVESTIGATE PROPERTY,E18, ,0,7/29/2020 19:34,2020,7,Wednesday,19,,FAIRMOUNT AVE,,,"(0.00000000, 0.00000000)"
202053827,3810,Drug Violation,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D4, ,0,7/29/2020 19:50,2020,7,Wednesday,19,,,,,"(0.00000000, 0.00000000)"
202053826,3201,Investigate Person,PROPERTY - LOST/ MISSING,D14, ,0,7/1/2020 20:00,2020,7,Wednesday,20,,COMMONWEALTH AVE,,,"(0.00000000, 0.00000000)"
202053820,1501,Verbal Disputes,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2, ,0,7/29/2020 19:36,2020,7,Wednesday,19,,COLUMBIA RD & GENEVA AVE,,,"(0.00000000, 0.00000000)"
202053819,3005,Other,SICK ASSIST,A7, ,0,7/29/2020 19:00,2020,7,Wednesday,19,,BENNINGTON ST,,,"(0.00000000, 0.00000000)"
202053818,3803,Larceny,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,7/29/2020 18:52,2020,7,Wednesday,18,,MAGNOLIA ST,,,"(0.00000000, 0.00000000)"
202053817,1402,Vandalism,VANDALISM,B3, ,0,7/29/2020 0:00,2020,7,Wednesday,0,,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
202053816,2905,Motor Vehicle Accident Response,VAL - VIOLATION OF AUTO LAW,C11, ,0,7/29/2020 19:02,2020,7,Wednesday,19,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053815,3810,Robbery,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,, ,0,7/29/2020 18:18,2020,7,Wednesday,18,,N HARVARD/STADIUM RD,,,"(0.00000000, 0.00000000)"
202053814,3802,Simple Assault,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,7/29/2020 18:07,2020,7,Wednesday,18,,,,,"(0.00000000, 0.00000000)"
202053813,612,Aggravated Assault,LARCENY PURSE SNATCH - NO FORCE,C6, ,0,7/29/2020 19:24,2020,7,Wednesday,19,,ALLSTATE RD,,,"(0.00000000, 0.00000000)"
202053812,3115,Verbal Disputes,INVESTIGATE PERSON,C11, ,0,7/29/2020 18:34,2020,7,Wednesday,18,,WILLIAM T MORRISSEY BLVD,,,"(0.00000000, 0.00000000)"
202053811,3301,Medical Assistance,VERBAL DISPUTE,B3, ,0,7/29/2020 18:08,2020,7,Wednesday,18,,WENTWORTH ST,,,"(0.00000000, 0.00000000)"
202053810,616,Other,LARCENY THEFT OF BICYCLE,D14, ,0,7/29/2020 3:00,2020,7,Wednesday,3,,GUEST ST,,,"(0.00000000, 0.00000000)"
202053808,2647,Motor Vehicle Accident Response,THREATS TO DO BODILY HARM,C11, ,0,7/24/2020 0:00,2020,7,Friday,0,,GIBSON ST,,,"(0.00000000, 0.00000000)"
202053806,614,Motor Vehicle Accident Response,LARCENY THEFT FROM MV - NON-ACCESSORY,C11, ,0,7/18/2020 19:07,2020,7,Saturday,19,,GIBSON ST,,,"(0.00000000, 0.00000000)"
202053805,1102,Other,FRAUD - FALSE PRETENSE / SCHEME,B2, ,0,7/29/2020 19:05,2020,7,Wednesday,19,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053804,3115,Motor Vehicle Accident Response,INVESTIGATE PERSON,E18, ,0,7/29/2020 18:25,2020,7,Wednesday,18,,PAINE ST,,,"(0.00000000, 0.00000000)"
202053803,3110,Vandalism,SERVICE TO OTHER AGENCY,E13, ,0,7/29/2020 12:30,2020,7,Wednesday,12,,BRAGDON ST,,,"(0.00000000, 0.00000000)"
202053802,1109,Ballistics,FRAUD - WIRE,B3, ,0,7/29/2020 18:38,2020,7,Wednesday,18,,GLENWAY ST,,,"(0.00000000, 0.00000000)"
202053801,3115,Medical Assistance,INVESTIGATE PERSON,B2, ,0,7/29/2020 18:37,2020,7,Wednesday,18,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053800,619,Investigate Property,LARCENY ALL OTHERS,B3,465,0,7/22/2020 13:00,2020,7,Wednesday,13,,BLUE HILL AVENUE,,,"(0.00000000, 0.00000000)"
202053799,3803,Simple Assault,M/V ACCIDENT - PERSONAL INJURY,B2,311,0,7/29/2020 17:48,2020,7,Wednesday,17,,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
202053798,1107,Verbal Disputes,FRAUD - IMPERSONATION,C6, ,0,7/29/2020 2:30,2020,7,Wednesday,2,,BELLFLOWER ST,,,"(0.00000000, 0.00000000)"
202053797,3108,Simple Assault,FIRE REPORT,E13, ,0,7/29/2020 17:35,2020,7,Wednesday,17,,S HUNTINGTON AVE,,,"(0.00000000, 0.00000000)"
202053796,3301,Simple Assault,VERBAL DISPUTE,B3, ,0,7/29/2020 17:43,2020,7,Wednesday,17,,WHITFIELD ST,,,"(0.00000000, 0.00000000)"
202053795,1810,Vandalism,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,7/29/2020 18:01,2020,7,Wednesday,18,,,,,"(0.00000000, 0.00000000)"
202053794,801,Missing Person Located,ASSAULT - SIMPLE,A7, ,0,7/29/2020 17:39,2020,7,Wednesday,17,,BORDER ST,,,"(0.00000000, 0.00000000)"
202053793,423,Motor Vehicle Accident Response,ASSAULT - AGGRAVATED,E5, ,0,7/26/2020 7:00,2020,7,Sunday,7,,CENTRE ST,,,"(0.00000000, 0.00000000)"
202053792,1810,Larceny,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,7/29/2020 12:00,2020,7,Wednesday,12,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053791,1402,Drug Violation,VANDALISM,B3, ,0,7/29/2020 14:26,2020,7,Wednesday,14,,RIPLEY RD,,,"(0.00000000, 0.00000000)"
202053790,2671,Firearm Violations,VIOLATION - HARASSMENT PREVENTION ORDER,D14, ,0,7/29/2020 17:33,2020,7,Wednesday,17,,REEDSDALE ST,,,"(0.00000000, 0.00000000)"
202053789,3803,Other,M/V ACCIDENT - PERSONAL INJURY,B3, ,0,7/29/2020 17:05,2020,7,Wednesday,17,,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
202053787,3005,Medical Assistance,SICK ASSIST,C6, ,0,7/29/2020 15:36,2020,7,Wednesday,15,,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
202053785,616,Towed,LARCENY THEFT OF BICYCLE,D4, ,0,7/21/2020 14:45,2020,7,Tuesday,14,,HARRISON AVE,,,"(0.00000000, 0.00000000)"
202053783,423,Confidence Games,ASSAULT - AGGRAVATED,C11, ,0,7/28/2020 0:00,2020,7,Tuesday,0,,GIBSON ST,,,"(0.00000000, 0.00000000)"
202053781,3115,Missing Person Located,INVESTIGATE PERSON,E18, ,0,7/29/2020 17:16,2020,7,Wednesday,17,,CHURCH ST,,,"(0.00000000, 0.00000000)"
202053780,3802,Missing Person Reported,M/V ACCIDENT - PROPERTY DAMAGE,E13, ,0,7/29/2020 16:30,2020,7,Wednesday,16,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053779,616,Motor Vehicle Accident Response,LARCENY THEFT OF BICYCLE,D14, ,0,7/29/2020 7:15,2020,7,Wednesday,7,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053778,616,Medical Assistance,LARCENY THEFT OF BICYCLE,D4, ,0,7/29/2020 17:10,2020,7,Wednesday,17,,PARK DR,,,"(0.00000000, 0.00000000)"
202053777,3018,Towed,SICK/INJURED/MEDICAL - POLICE,A1, ,0,5/31/2020 22:00,2020,5,Sunday,22,,,,,"(0.00000000, 0.00000000)"
202053776,619,Fraud,LARCENY ALL OTHERS,E13, ,0,7/22/2020 0:00,2020,7,Wednesday,0,,POND ST,,,"(0.00000000, 0.00000000)"
202053775,616,Verbal Disputes,LARCENY THEFT OF BICYCLE,A1, ,0,7/29/2020 16:38,2020,7,Wednesday,16,,BOYLSTON ST,,,"(0.00000000, 0.00000000)"
202053774,2647,Simple Assault,THREATS TO DO BODILY HARM,E18, ,0,7/29/2020 16:39,2020,7,Wednesday,16,,TESLA ST,,,"(0.00000000, 0.00000000)"
202053773,801,Police Service Incidents,ASSAULT - SIMPLE,E5, ,0,7/29/2020 16:41,2020,7,Wednesday,16,,NEW,,,"(0.00000000, 0.00000000)"
202053772,3005,Firearm Violations,SICK ASSIST,C11, ,0,7/29/2020 16:17,2020,7,Wednesday,16,,ADAMS ST,,,"(0.00000000, 0.00000000)"
202053771,1402,Recovered Stolen Property,VANDALISM,C6, ,0,7/25/2020 23:59,2020,7,Saturday,23,,DORCHESTER ST,,,"(0.00000000, 0.00000000)"
202053770,619,Simple Assault,LARCENY ALL OTHERS,B2, ,0,7/27/2020 13:26,2020,7,Monday,13,,SCHROEDER PLZ,,,"(0.00000000, 0.00000000)"
202053769,1402,Verbal Disputes,VANDALISM,B2, ,0,7/29/2020 16:26,2020,7,Wednesday,16,,WAVERLY ST,,,"(0.00000000, 0.00000000)"
202053768,613,Investigate Property,LARCENY SHOPLIFTING,D4, ,0,7/29/2020 16:30,2020,7,Wednesday,16,,NEWBURY ST,,,"(0.00000000, 0.00000000)"
202053767,2007,Medical Assistance,VIOLATION - RESTRAINING ORDER (NO ARREST),E18,520,0,7/29/2020 16:40,2020,7,Wednesday,16,,HYDE PARK AVE,,,"(0.00000000, 0.00000000)"
202053760,3831,Verbal Disputes,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,7/29/2020 16:20,2020,7,Wednesday,16,,CENTRE ST,,,"(0.00000000, 0.00000000)"
202053759,617,Towed,LARCENY THEFT FROM BUILDING,E13, ,0,7/24/2020 19:23,2020,7,Friday,19,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053757,3201,Medical Assistance,PROPERTY - LOST/ MISSING,E13, ,0,7/28/2020 18:00,2020,7,Tuesday,18,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053756,619,Aggravated Assault,LARCENY ALL OTHERS,B2, ,0,7/29/2020 15:57,2020,7,Wednesday,15,,,,,"(0.00000000, 0.00000000)"
202053755,3115,Medical Assistance,INVESTIGATE PERSON,A1, ,0,7/28/2020 22:27,2020,7,Tuesday,22,,CHESTNUT ST,,,"(0.00000000, 0.00000000)"
202053754,3106,Warrant Arrests,PROPERTY - ACCIDENTAL DAMAGE,E18, ,0,7/29/2020 15:10,2020,7,Wednesday,15,,HYDE PARK AVE,,,"(0.00000000, 0.00000000)"
202053753,3115,Simple Assault,INVESTIGATE PERSON,D4, ,0,7/29/2020 15:40,2020,7,Wednesday,15,,,,,"(0.00000000, 0.00000000)"
202053752,801,Motor Vehicle Accident Response,ASSAULT - SIMPLE,B2, ,0,7/29/2020 15:01,2020,7,Wednesday,15,,BALFOUR ST,,,"(0.00000000, 0.00000000)"
202053751,3126,Larceny,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,E13, ,0,7/29/2020 14:43,2020,7,Wednesday,14,,BYNNER ST,,,"(0.00000000, 0.00000000)"
202053750,2647,Property Found,THREATS TO DO BODILY HARM,D14, ,0,7/28/2020 1:30,2020,7,Tuesday,1,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053749,3301,Property Found,VERBAL DISPUTE,C11, ,0,7/29/2020 15:29,2020,7,Wednesday,15,,GENEVA AVE,,,"(0.00000000, 0.00000000)"
202053748,1107,Motor Vehicle Accident Response,FRAUD - IMPERSONATION,C6, ,0,7/14/2020 14:00,2020,7,Tuesday,14,,W BROADWAY,,,"(0.00000000, 0.00000000)"
202053747,3802,Verbal Disputes,M/V ACCIDENT - PROPERTY DAMAGE,E5, ,0,7/29/2020 15:33,2020,7,Wednesday,15,,CENTRE ST,,,"(0.00000000, 0.00000000)"
202053746,423,Investigate Person,ASSAULT - AGGRAVATED,C6, ,0,7/29/2020 14:29,2020,7,Wednesday,14,,MITCHELL ST,,,"(0.00000000, 0.00000000)"
202053745,3005,Medical Assistance,SICK ASSIST,A1, ,0,7/29/2020 14:54,2020,7,Wednesday,14,,TREMONT ST,,,"(0.00000000, 0.00000000)"
202053744,3201,Investigate Person,PROPERTY - LOST/ MISSING,A15, ,0,7/29/2020 11:30,2020,7,Wednesday,11,,VINE ST,,,"(0.00000000, 0.00000000)"
202053743,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11, ,0,7/29/2020 14:29,2020,7,Wednesday,14,,MYRTLEBANK AVE,,,"(0.00000000, 0.00000000)"
202053742,3803,Investigate Property,M/V ACCIDENT - PERSONAL INJURY,A7, ,0,7/29/2020 15:17,2020,7,Wednesday,15,,,,,"(0.00000000, 0.00000000)"
202053741,3803,Investigate Person,M/V ACCIDENT - PERSONAL INJURY,C6, ,0,7/29/2020 14:32,2020,7,Wednesday,14,,SOUTHAMPTON ST,,,"(0.00000000, 0.00000000)"
202053740,3114,Investigate Property,INVESTIGATE PROPERTY,E13, ,0,7/29/2020 13:30,2020,7,Wednesday,13,,WISE ST,,,"(0.00000000, 0.00000000)"
202053739,3501,Investigate Person,MISSING PERSON,A1, ,0,7/29/2020 14:45,2020,7,Wednesday,14,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053546,3410,Simple Assault,TOWED MOTOR VEHICLE,C6, ,0,7/28/2020 18:20,2020,7,Tuesday,18,,,,,"(0.00000000, 0.00000000)"
202053545,3006,Drug Violation,SICK/INJURED/MEDICAL - PERSON,A7, ,0,7/28/2020 18:38,2020,7,Tuesday,18,,CHELSEA ST,,,"(0.00000000, 0.00000000)"
202053544,801,Motor Vehicle Accident Response,ASSAULT - SIMPLE,C6, ,0,7/28/2020 19:01,2020,7,Tuesday,19,,BOSTON ST,,,"(0.00000000, 0.00000000)"
202053543,3005,Larceny,SICK ASSIST,A1, ,0,7/28/2020 19:03,2020,7,Tuesday,19,,,,,"(0.00000000, 0.00000000)"
202053542,3301,Harassment,VERBAL DISPUTE,A7, ,0,7/28/2020 18:49,2020,7,Tuesday,18,,SUMNER ST,,,"(0.00000000, 0.00000000)"
202053541,3301,Missing Person Located,VERBAL DISPUTE,C11, ,0,7/28/2020 18:43,2020,7,Tuesday,18,,CLAYBOURNE ST,,,"(0.00000000, 0.00000000)"
202053540,241,Investigate Property,SEX OFFENSE - RAPE - FORCIBLE,D14, ,0,7/25/2020 2:15,2020,7,Saturday,2,,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
202053539,2905,Investigate Property,VAL - VIOLATION OF AUTO LAW,B3, ,0,7/28/2020 19:00,2020,7,Tuesday,19,,,,,"(0.00000000, 0.00000000)"
